model,class_id,class_name,support_pixels,tp,fp,fn,tn,precision,recall_sensitivity,specificity,f1,dice,iou,loss,roc_auc,average_precision,pr_auc,hd95,asd,architecture,variation,contrastive_label,contrastive_weight,handle,checkpoint_path
TransUNet cw001,8,Pancreas,505571,369097,56896,136474,78113501,0.8664391198916415,0.7300596751000354,0.9992721541378381,0.7924243530235174,0.7924243530235174,0.6562109421530508,0.35542550648809695,0.9720940075122886,0.8371833171217062,0.8371617885135266,15.712942538419114,5.2274198694296015,TransUNet,transunet-cw001,cw010,0.01,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw001,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw001/2/best_transunet.pt
TransUNet cw003,0,Background,75494710,75292101,299475,202609,2881783,0.9960382490239389,0.9973162490457941,0.9058627121723545,0.9966768393525802,0.9966768393525803,0.9933756923436805,0.35587528484816455,0.9951503237335563,0.9996739656729637,0.9996711269268289,,,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt
TransUNet cw003,1,Spleen,84568,74418,9971,10150,78581429,0.8818447901977746,0.8799782423611768,0.9998731286120365,0.8809105275306734,0.8809105275306734,0.7871672008377495,0.35587528484816455,0.9982830894071761,0.9445394173832553,0.9444888653993061,2.29010641418727,0.8091792504375128,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt
TransUNet cw003,2,Right kidney,22661,13904,7069,8757,78646238,0.6629475992943308,0.613565155994881,0.9999101245672989,0.6373011871476371,0.6373011871476372,0.46767574840228726,0.35587528484816455,0.9734932568086523,0.6864481737126104,0.6854675468788752,5.28582221615493,2.1322992865001713,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt
TransUNet cw003,3,Left kidney,169740,159204,10412,10536,78495816,0.9386142816715404,0.9379285966772711,0.999867373579584,0.9382713139004466,0.9382713139004467,0.8837204138727297,0.35587528484816455,0.9998994953979145,0.9807243425602234,0.9807056425862487,2.2129622341570263,0.6863169251765396,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt
TransUNet cw003,4,Gallbladder,168278,152702,13149,15576,78494541,0.9207179938619604,0.907438880899464,0.99983251322259,0.914030209888995,0.914030209888995,0.8416718570003362,0.35587528484816455,0.9966843325673773,0.9552410335723646,0.9552197814165004,2.7570217523242198,0.8786325733831951,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt
TransUNet cw003,5,Liver,1868558,1805840,106480,62718,76700930,0.9443189424364123,0.9664350798851307,0.9986136754253268,0.9552490188786836,0.9552490188786837,0.9143317748823061,0.35587528484816455,0.9995660898160982,0.9896458921491897,0.9896456366319455,6.389674500214418,1.576400456816894,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt
TransUNet cw003,6,Stomach,96519,56422,28278,40097,78551171,0.6661393152302243,0.5845688413680208,0.9996401349161916,0.6226940883682175,0.6226940883682175,0.45211022700866205,0.35587528484816455,0.9853747821757005,0.6323841261676909,0.631924880055011,14.941032393302335,4.7742631704488785,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt
TransUNet cw003,7,Aorta,265363,245507,43918,19856,78366687,0.8482577524401831,0.9251741953475051,0.9994398971924779,0.8850479822923351,0.8850479822923351,0.7937991664538073,0.35587528484816455,0.999509432025357,0.9565312136588556,0.9565127310363778,9.109579145500941,2.6608463676764624,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt
TransUNet cw003,8,Pancreas,505571,317084,40034,188487,78130363,0.8878969976310351,0.6271799608759205,0.9994878623937397,0.7351061622438678,0.7351061622438677,0.5811603632664657,0.35587528484816455,0.9594563045672433,0.7798331713786956,0.7798102109444437,16.002284814245893,5.901818198367047,TransUNet,transunet-cw003,cw030,0.03,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw003,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw003/2/best_transunet.pt
TransUNet cw005,0,Background,75494710,75244455,237319,250255,2943939,0.996855942998902,0.9966851319781214,0.925400894866119,0.9967705301707782,0.9967705301707781,0.9935618521458074,0.3532910486493184,0.9955154251298834,0.9996263851666303,0.9996235360128799,,,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt
TransUNet cw005,1,Spleen,84568,76478,9920,8090,78581480,0.8851825273733188,0.9043373380001892,0.9998737775380003,0.8946574172642514,0.8946574172642514,0.8093937854542376,0.3532910486493184,0.9993131791964287,0.9485672364972273,0.948509480618504,2.204801523051106,0.6948642910311548,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt
TransUNet cw005,2,Right kidney,22661,15789,6604,6872,78646703,0.7050864109319877,0.6967477163408499,0.9999160365882644,0.7008922626181915,0.7008922626181915,0.5395181957970272,0.3532910486493184,0.9809574234929425,0.7082182208247073,0.7069262316327287,4.903019247593932,2.1625158419297907,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt
TransUNet cw005,3,Left kidney,169740,161953,20653,7787,78485575,0.8868985685026779,0.9541239542830211,0.9997369253303062,0.9192838857259625,0.9192838857259625,0.850624760364089,0.3532910486493184,0.999927132566656,0.974018277819054,0.9739964047540541,3.3724607699975153,1.1139083031428128,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt
TransUNet cw005,4,Gallbladder,168278,154485,22613,13793,78485077,0.8723136342589979,0.9180344430050273,0.9997119645222016,0.894590243676457,0.894590243676457,0.8092838321345689,0.3532910486493184,0.9985262503322536,0.9499002741913418,0.9498580634859328,4.770280455755083,1.942799867554397,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt
TransUNet cw005,5,Liver,1868558,1791193,102299,77365,76705111,0.9459733656123184,0.9585964149895266,0.9986681102773808,0.9522430589705081,0.9522430589705081,0.9088396570628919,0.3532910486493184,0.9987879428422419,0.9839962739413624,0.9839951362601589,7.286711204793146,1.5735915320139102,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt
TransUNet cw005,6,Stomach,96519,64100,44959,32419,78534490,0.5877552517444686,0.6641179456894497,0.9994278529491852,0.6236075844691552,0.6236075844691552,0.45307397616590567,0.3532910486493184,0.9774204972050887,0.650783001974365,0.6501688822832465,15.675110345500629,4.3511337572177196,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt
TransUNet cw005,7,Aorta,265363,245373,51714,19990,78358891,0.8259297781457957,0.9246692266819413,0.9993404718660186,0.8725148902124633,0.8725148902124633,0.7738593464678927,0.3532910486493184,0.9995204368990267,0.9104579897548775,0.9103707112178333,8.612605707633737,2.196190788356745,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt
TransUNet cw005,8,Pancreas,505571,363245,62816,142326,78107581,0.8525657124214607,0.7184846440954881,0.9991964221443062,0.7798036134439348,0.7798036134439349,0.6390804152804339,0.3532910486493184,0.9421297155238364,0.8141938888651373,0.8141723643985666,16.11659050232172,6.5649365926735035,TransUNet,transunet-cw005,cw050,0.05,tensura3607/abdominal-multi-organ-segmentation/pyTorch/transunet-cw005,/kaggle/input/models/tensura3607/abdominal-multi-organ-segmentation/pytorch/transunet-cw005/2/best_transunet.pt
